127.0.0.1 - - [17/Dec/2018:22:10:02 +0000] "GET /2018/12/17/hello-world/ HTTP/1.0" 200 17498 "http://practicesite.local/2018/12/17/hello-world/" "WordPress/5.0.1; http://practicesite.local"
127.0.0.1 - - [17/Dec/2018:22:10:05 +0000] "POST /wp-cron.php?doing_wp_cron=1545084604.2182040214538574218750 HTTP/1.0" 499 0 "http://practicesite.local/wp-cron.php?doing_wp_cron=1545084604.2182040214538574218750" "WordPress/5.0.1; http://practicesite.local"
127.0.0.1 - - [17/Dec/2018:22:10:15 +0000] "GET / HTTP/1.0" 200 10651 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:10:16 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://practicesite.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:11:08 +0000] "GET /local-adminer-7SKNkPwXF.php?username&db=local HTTP/1.0" 200 29928 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:11:08 +0000] "GET /local-adminer-7SKNkPwXF.php?file=functions.js&version=4.4.0&driver=mysql HTTP/1.0" 200 24538 "http://practicesite.local/local-adminer-7SKNkPwXF.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:11:08 +0000] "GET /local-adminer-7SKNkPwXF.php?file=default.css&version=4.4.0&driver=mysql HTTP/1.0" 200 6565 "http://practicesite.local/local-adminer-7SKNkPwXF.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:11:08 +0000] "GET /local-adminer-7SKNkPwXF.php?file=jush.js&version=4.4.0&driver=mysql HTTP/1.0" 200 44493 "http://practicesite.local/local-adminer-7SKNkPwXF.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:11:08 +0000] "GET /local-adminer-7SKNkPwXF.php?username=&db=local&script=db HTTP/1.0" 200 3622 "http://practicesite.local/local-adminer-7SKNkPwXF.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:11:12 +0000] "GET /local-adminer-7SKNkPwXF.php?file=favicon.ico&version=4.4.0&driver=mysql HTTP/1.0" 200 318 "http://practicesite.local/local-adminer-7SKNkPwXF.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:11:43 +0000] "POST /local-adminer-7SKNkPwXF.php?username&db=local HTTP/1.0" 302 0 "http://practicesite.local/local-adminer-7SKNkPwXF.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:11:44 +0000] "GET /local-adminer-7SKNkPwXF.php?username=&db=local HTTP/1.0" 200 6245 "http://practicesite.local/local-adminer-7SKNkPwXF.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:12:18 +0000] "GET / HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:12:20 +0000] "GET /wp-admin/install.php HTTP/1.0" 200 11657 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:12:21 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://practicesite.local/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:13:11 +0000] "POST /wp-admin/install.php?step=1 HTTP/1.0" 200 6004 "http://practicesite.local/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:13:12 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://practicesite.local/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:14:17 +0000] "GET /2018/12/17/hello-world/ HTTP/1.0" 200 17472 "http://practicesite.local/2018/12/17/hello-world/" "WordPress/5.0.1; http://practicesite.local"
127.0.0.1 - - [17/Dec/2018:22:14:18 +0000] "POST /wp-admin/install.php?step=2 HTTP/1.0" 200 3133 "http://practicesite.local/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:14:19 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://practicesite.local/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:14:25 +0000] "POST /wp-cron.php?doing_wp_cron=1545084864.2789359092712402343750 HTTP/1.0" 499 0 "http://practicesite.local/wp-cron.php?doing_wp_cron=1545084864.2789359092712402343750" "WordPress/5.0.1; http://practicesite.local"
127.0.0.1 - - [17/Dec/2018:22:14:25 +0000] "GET /wp-login.php HTTP/1.0" 200 2884 "http://practicesite.local/wp-admin/install.php?step=2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:14:25 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://practicesite.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:14:33 +0000] "POST /wp-login.php HTTP/1.0" 302 0 "http://practicesite.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:14:34 +0000] "GET /wp-admin/ HTTP/1.0" 200 56926 "http://practicesite.local/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:14:34 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=5.0.1 HTTP/1.0" 200 109068 "http://practicesite.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
127.0.0.1 - - [17/Dec/2018:22:14:35 +0000] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.0.1 HTTP/1.0" 200 337340 "http://practicesite.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
